Nro;AgrupaProducto;cod_AgrupaProducto;fecha_venta;Dia;NumeroMes;Mes;Anio;Suma_cantidad;Edad;Sexo;Hombre;Mujer;cod_Evento_Especial;Evento_Especial;Evento_Carnavales;Evento_Dia_LaPaz;Evento_Dia_Madre;Evento_Fiesta_Patria;Evento_Laboral;Evento_Navidad;Evento_Todos_Santos;Promedio_3_meses;Promedio_6_meses;Promedio_12_meses;Estacionalidad;Tendencia
1401;ABARROTES VARIOS;1;8/4/2022;8;4;4;2022;13;20;1;1;0;0;0;0;0;0;0;1;0;0;17;19,5;20,41666667;79,59183673;16,46462291
1403;ABARROTES VARIOS;1;8/4/2022;8;4;4;2022;11;20;1;1;0;0;0;0;0;0;0;1;0;0;11,33333333;16,66666667;20,33333333;65,34653465;15,37169833
1475;ABARROTES VARIOS;1;15/4/2022;15;4;4;2022;18;41;2;0;1;0;0;0;0;0;0;1;0;0;14;15,5;18,91666667;95,15418502;15,51788693
1476;ABARROTES VARIOS;1;15/4/2022;15;4;4;2022;13;41;1;1;0;0;0;0;0;0;0;1;0;0;12,33333333;16,33333333;19,41666667;73,23943662;14,89735866
1489;ABARROTES VARIOS;1;16/4/2022;16;4;4;2022;24;40;2;0;1;0;0;0;0;0;0;1;0;0;22;17,16666667;18,66666667;128,5714286;18,57144763
1490;ABARROTES VARIOS;1;16/4/2022;16;4;4;2022;24;40;2;0;1;0;0;0;0;0;0;1;0;0;18,33333333;14,83333333;19;126,3157895;17,21430954
1503;ABARROTES VARIOS;1;18/4/2022;18;4;4;2022;22;24;1;1;0;0;0;0;0;0;0;1;0;0;23,33333333;18,66666667;19,08333333;115,2838428;19,25715811
1504;ABARROTES VARIOS;1;18/4/2022;18;4;4;2022;13;24;1;1;0;0;0;0;0;0;0;1;0;0;19,66666667;19;17,83333333;72,89719626;18,00572649
1511;ABARROTES VARIOS;1;19/4/2022;19;4;4;2022;30;32;2;0;1;0;0;0;0;0;0;1;0;0;21,66666667;21,83333333;19,08333333;157,2052402;20,40458119
1513;ABARROTES VARIOS;1;19/4/2022;19;4;4;2022;25;32;1;1;0;0;0;0;0;0;0;1;0;0;22,66666667;23;19,25;129,8701299;21,32366495
1523;ABARROTES VARIOS;1;20/4/2022;20;4;4;2022;29;57;2;0;1;0;0;0;0;0;0;1;0;0;24,33333333;23;20,08333333;144,3983402;22,48714557
1524;ABARROTES VARIOS;1;20/4/2022;20;4;4;2022;19;57;1;1;0;0;0;0;0;0;0;1;0;0;24,66666667;22,16666667;18,5;102,7027027;20,85893196
1553;ABARROTES VARIOS;1;22/4/2022;22;4;4;2022;12;49;2;0;1;0;0;0;0;0;0;1;0;0;17,66666667;21,16666667;20,08333333;59,75103734;18,71177316
1554;ABARROTES VARIOS;1;22/4/2022;22;4;4;2022;12;49;2;0;1;0;0;0;0;0;0;1;0;0;20;21,33333333;20;60;20,38971646
1575;ABARROTES VARIOS;1;1/5/2022;1;5;5;2022;30;59;1;1;0;3;1;0;0;1;0;0;0;0;19,33333333;19,66666667;21,33333333;473,6842105;10,41019025
1578;ABARROTES VARIOS;1;1/5/2022;1;5;5;2022;16;59;1;1;0;3;1;0;0;1;0;0;0;0;13,33333333;18,83333333;20,33333333;384;5,512737809
1588;ABARROTES VARIOS;1;3/5/2022;3;5;5;2022;26;34;2;0;1;3;1;0;0;1;0;0;0;0;23,66666667;18,5;20,75;286,2385321;14,26252176
1591;ABARROTES VARIOS;1;3/5/2022;3;5;5;2022;15;34;2;0;1;3;1;0;0;1;0;0;0;0;20,33333333;19;20,58333333;204,5454545;11,3281522
1602;ABARROTES VARIOS;1;4/5/2022;4;5;5;2022;18;57;1;1;0;3;1;0;0;1;0;0;0;0;19,66666667;19,5;20,41666667;174,1935484;15,01001741
1603;ABARROTES VARIOS;1;4/5/2022;4;5;5;2022;13;57;1;1;0;3;1;0;0;1;0;0;0;0;19;19,66666667;20,41666667;116,4179104;14,60801393
1607;ABARROTES VARIOS;1;5/5/2022;5;5;5;2022;21;53;2;0;1;3;1;0;0;1;0;0;0;0;17,33333333;20,5;19,66666667;165,7894737;15,88641114
1619;ABARROTES VARIOS;1;7/5/2022;7;5;5;2022;30;46;1;1;0;3;1;0;0;1;0;0;0;0;21,33333333;20,5;20,08333333;203,3898305;18,70912891
1621;ABARROTES VARIOS;1;7/5/2022;7;5;5;2022;19;46;2;0;1;3;1;0;0;1;0;0;0;0;23,33333333;21,16666667;20,08333333;117,5257732;18,76730313
1628;ABARROTES VARIOS;1;8/5/2022;8;5;5;2022;24;35;2;0;1;3;1;0;0;1;0;0;0;0;24,33333333;20,83333333;19,66666667;133,3333333;19,8138425
1629;ABARROTES VARIOS;1;8/5/2022;8;5;5;2022;15;35;1;1;0;3;1;0;0;1;0;0;0;0;19,33333333;20,33333333;19,91666667;78,94736842;18,851074
1633;ABARROTES VARIOS;1;9/5/2022;9;5;5;2022;21;55;1;1;0;3;1;0;0;1;0;0;0;0;15,66666667;20;20,25;103,7037037;18,02468736
1636;ABARROTES VARIOS;1;9/5/2022;9;5;5;2022;11;55;1;1;0;3;1;0;0;1;0;0;0;0;16,66666667;20;19,83333333;55,46218487;17,2808592
1642;ABARROTES VARIOS;1;10/5/2022;10;5;5;2022;15;19;1;1;0;3;1;0;0;1;0;0;0;0;15,66666667;16,16666667;18,66666667;80,35714286;16,29579991
1643;ABARROTES VARIOS;1;10/5/2022;10;5;5;2022;11;19;2;0;1;3;1;0;0;1;0;0;0;0;14,33333333;16,83333333;18,66666667;58,92857143;16,61974989
1649;ABARROTES VARIOS;1;11/5/2022;11;5;5;2022;13;35;2;0;1;3;1;0;0;1;0;0;0;0;13;14,33333333;17,58333333;73,93364929;15,63663993
1656;ABARROTES VARIOS;1;12/5/2022;12;5;5;2022;14;48;1;1;0;3;1;0;0;1;0;0;0;0;14;14,16666667;17,25;81,15942029;15,30931194
1661;ABARROTES VARIOS;1;13/5/2022;13;5;5;2022;27;52;2;0;1;3;1;0;0;1;0;0;0;0;20,33333333;16,66666667;18,33333333;147,2727273;18,39795964
1664;ABARROTES VARIOS;1;13/5/2022;13;5;5;2022;20;52;1;1;0;3;1;0;0;1;0;0;0;0;15,66666667;15,66666667;17,83333333;112,1495327;16,24744955
1672;ABARROTES VARIOS;1;14/5/2022;14;5;5;2022;24;21;2;0;1;3;1;0;0;1;0;0;0;0;23,66666667;18,83333333;17,83333333;134,5794393;19,51836772
1684;ABARROTES VARIOS;1;16/5/2022;16;5;5;2022;22;61;1;1;0;3;1;0;0;1;0;0;0;0;22,66666667;21,5;17,91666667;122,7906977;20,41175534
1685;ABARROTES VARIOS;1;16/5/2022;16;5;5;2022;22;61;1;1;0;3;1;0;0;1;0;0;0;0;24,33333333;20;18,08333333;121,6589862;20,01469417
1691;ABARROTES VARIOS;1;17/5/2022;17;5;5;2022;20;43;2;0;1;3;1;0;0;1;0;0;0;0;21,33333333;22,5;18,33333333;109,0909091;20,32940427
1701;ABARROTES VARIOS;1;18/5/2022;18;5;5;2022;19;19;1;1;0;3;1;0;0;1;0;0;0;0;20,33333333;22,33333333;19;100;20,06352342
1713;ABARROTES VARIOS;1;20/5/2022;20;5;5;2022;30;57;2;0;1;3;1;0;0;1;0;0;0;0;23;22,83333333;19,75;151,8987342;22,05081873
1714;ABARROTES VARIOS;1;20/5/2022;20;5;5;2022;17;57;1;1;0;3;1;0;0;1;0;0;0;0;22;21,66666667;20,25;83,95061728;21,04065499
1724;ABARROTES VARIOS;1;21/5/2022;21;5;5;2022;20;58;2;0;1;3;1;0;0;1;0;0;0;0;22,33333333;21,33333333;20,66666667;96,77419355;20,83252399
1734;ABARROTES VARIOS;1;23/5/2022;23;5;5;2022;20;59;2;0;1;3;1;0;0;1;0;0;0;0;19;21;21,25;94,11764706;20,66601919
1736;ABARROTES VARIOS;1;23/5/2022;23;5;5;2022;11;59;2;0;1;3;1;0;0;1;0;0;0;0;17;19,5;21;52,38095238;18,73281535
1740;ABARROTES VARIOS;1;24/5/2022;24;5;5;2022;29;39;1;1;0;3;1;0;0;1;0;0;0;0;20;21,16666667;21,75;133,3333333;20,78625228
1748;ABARROTES VARIOS;1;25/5/2022;25;5;5;2022;10;46;1;1;0;3;1;0;0;1;0;0;0;0;16,66666667;17,83333333;20,33333333;49,18032787;18,62900183
1752;ABARROTES VARIOS;1;26/5/2022;26;5;5;2022;16;19;1;1;0;3;1;0;0;1;0;0;0;0;18,33333333;17,66666667;19,66666667;81,3559322;18,10320146
1761;ABARROTES VARIOS;1;27/5/2022;27;5;5;2022;10;59;2;0;1;3;1;0;0;1;0;0;0;0;12;14,33333333;17,66666667;56,60377358;15,18604893
1762;ABARROTES VARIOS;1;27/5/2022;27;5;5;2022;10;59;2;0;1;3;1;0;0;1;0;0;0;0;12;16;18,66666667;53,57142857;16,48256117
1771;ABARROTES VARIOS;1;29/5/2022;29;5;5;2022;27;30;1;1;0;3;1;0;0;1;0;0;0;0;15,66666667;17;18,25;147,9452055;17,54883915
1772;ABARROTES VARIOS;1;29/5/2022;29;5;5;2022;15;30;2;0;1;3;1;0;0;1;0;0;0;0;17,33333333;14,66666667;17,91666667;83,72093023;17,03907132
1774;ABARROTES VARIOS;1;30/5/2022;30;5;5;2022;22;33;1;1;0;3;1;0;0;1;0;0;0;0;19,33333333;17,5;17,58333333;125,1184834;18,66500564
1775;ABARROTES VARIOS;1;30/5/2022;30;5;5;2022;21;33;1;1;0;3;1;0;0;1;0;0;0;0;21;16,5;17,16666667;122,3300971;17,83125705
1791;ABARROTES VARIOS;1;1/6/2022;1;6;6;2022;15;42;2;0;1;0;0;0;0;0;0;1;0;0;19,33333333;18,33333333;17,16666667;346,1538462;5,575776123
1802;ABARROTES VARIOS;1;2/6/2022;2;6;6;2022;29;50;2;0;1;0;0;0;0;0;0;1;0;0;22;21,5;17,91666667;457,8947368;10,2606209
1817;ABARROTES VARIOS;1;3/6/2022;3;6;6;2022;23;45;2;0;1;0;0;0;0;0;0;1;0;0;22,33333333;20,83333333;18,91666667;290,5263158;12,80849672
1835;ABARROTES VARIOS;1;4/6/2022;4;6;6;2022;18;62;2;0;1;0;0;0;0;0;0;1;0;0;18,33333333;20,16666667;18,33333333;175,6097561;14,0374379
1837;ABARROTES VARIOS;1;4/6/2022;4;6;6;2022;14;62;1;1;0;0;0;0;0;0;0;1;0;0;22;20,66666667;17,66666667;155,5555556;13,04679738
1853;ABARROTES VARIOS;1;5/6/2022;5;6;6;2022;11;54;2;0;1;0;0;0;0;0;0;1;0;0;14,33333333;18,33333333;17,91666667;102,3255814;13,42995032
1875;ABARROTES VARIOS;1;7/6/2022;7;6;6;2022;28;40;2;0;1;0;0;0;0;0;0;1;0;0;19;20,5;19,41666667;215,3846154;16,34396026
1885;ABARROTES VARIOS;1;8/6/2022;8;6;6;2022;23;52;2;0;1;0;0;0;0;0;0;1;0;0;24,66666667;19,5;20,16666667;143,0051813;18,74013456
1886;ABARROTES VARIOS;1;8/6/2022;8;6;6;2022;23;52;1;1;0;0;0;0;0;0;0;1;0;0;20,66666667;19,5;20,5;158,6206897;17,6751682
1897;ABARROTES VARIOS;1;9/6/2022;9;6;6;2022;29;49;1;1;0;0;0;0;0;0;0;1;0;0;25;22;21,33333333;159,6330275;20,79210765
1911;ABARROTES VARIOS;1;10/6/2022;10;6;6;2022;29;36;1;1;0;0;0;0;0;0;0;1;0;0;27;23,83333333;22;142,6229508;22,43368612
1921;ABARROTES VARIOS;1;11/6/2022;11;6;6;2022;30;32;2;0;1;0;0;0;0;0;0;1;0;0;29,33333333;27;22,66666667;132,3529412;23,9469489
1923;ABARROTES VARIOS;1;11/6/2022;11;6;6;2022;21;32;1;1;0;0;0;0;0;0;0;1;0;0;26,66666667;25,83333333;23,16666667;90,64748201;23,35755912
1929;ABARROTES VARIOS;1;12/6/2022;12;6;6;2022;27;25;1;1;0;0;0;0;0;0;0;1;0;0;26;26,5;23;117,3913043;24,08604729
1934;ABARROTES VARIOS;1;12/6/2022;12;6;6;2022;15;25;1;1;0;0;0;0;0;0;0;1;0;0;21;25,16666667;22,33333333;67,1641791;22,26883784
1946;ABARROTES VARIOS;1;13/6/2022;13;6;6;2022;16;29;2;0;1;0;0;0;0;0;0;1;0;0;19,33333333;23;22,5;71,11111111;21,01507027
1967;ABARROTES VARIOS;1;15/6/2022;15;6;6;2022;15;56;2;0;1;0;0;0;0;0;0;1;0;0;15,33333333;20,66666667;22,25;67,41573034;19,81205621
1977;ABARROTES VARIOS;1;16/6/2022;16;6;6;2022;24;59;2;0;1;0;0;0;0;0;0;1;0;0;18,33333333;19,66666667;23,33333333;102,8571429;20,64964497
2017;ABARROTES VARIOS;1;20/6/2022;20;6;6;2022;22;35;1;1;0;0;0;0;0;0;0;1;0;0;20,33333333;19,83333333;22,83333333;96,35036496;20,91971598
2043;ABARROTES VARIOS;1;22/6/2022;22;6;6;2022;21;24;1;1;0;0;0;0;0;0;0;1;0;0;22,33333333;18,83333333;22,66666667;92,64705882;20,93577278
2066;ABARROTES VARIOS;1;24/6/2022;24;6;6;2022;23;58;1;1;0;0;0;0;0;0;0;1;0;0;18,66666667;19,5;21,25;108,2352941;19,91889458
2068;ABARROTES VARIOS;1;24/6/2022;24;6;6;2022;12;58;2;0;1;0;0;0;0;0;0;1;0;0;18,33333333;18,33333333;21,75;55,17241379;19,14861823
2101;ABARROTES VARIOS;1;27/6/2022;27;6;6;2022;30;57;2;0;1;0;0;0;0;0;0;1;0;0;21,66666667;22;21,33333333;140,625;21,93511566
2116;ABARROTES VARIOS;1;28/6/2022;28;6;6;2022;22;39;1;1;0;0;0;0;0;0;0;1;0;0;25;21,66666667;20,66666667;106,4516129;21,94809253
2117;ABARROTES VARIOS;1;28/6/2022;28;6;6;2022;22;39;1;1;0;0;0;0;0;0;0;1;0;0;24,66666667;21,66666667;20,75;106,0240964;21,95847403
2135;ABARROTES VARIOS;1;29/6/2022;29;6;6;2022;24;43;2;0;1;0;0;0;0;0;0;1;0;0;21;22,83333333;21,16666667;113,3858268;21,7387387
2136;ABARROTES VARIOS;1;29/6/2022;29;6;6;2022;22;38;2;0;1;0;0;0;0;0;0;1;0;0;20,33333333;22,66666667;20,5;107,3170732;21,17342338
2141;ABARROTES VARIOS;1;29/6/2022;29;6;6;2022;17;38;1;1;0;0;0;0;0;0;0;1;0;0;20,33333333;21;19,91666667;85,35564854;20,96677922
2183;ABARROTES VARIOS;1;30/6/2022;30;6;6;2022;16;36;2;0;1;0;0;0;0;0;0;1;0;0;17;18,66666667;20,16666667;79,33884298;18,87279277
2187;ABARROTES VARIOS;1;30/6/2022;30;6;6;2022;11;36;1;1;0;0;0;0;0;0;0;1;0;0;19;19,66666667;20,83333333;52,8;19,59099096
2190;ABARROTES VARIOS;1;30/6/2022;30;6;6;2022;10;18;1;1;0;0;0;0;0;0;0;1;0;0;12,33333333;16,66666667;19,16666667;52,17391304;17,09823421
2289;ABARROTES VARIOS;1;2/7/2022;2;7;7;2022;30;52;2;0;1;2;1;0;1;0;0;0;0;0;18,66666667;18,83333333;19,91666667;553,8461538;8,123507335
2307;ABARROTES VARIOS;1;3/7/2022;3;7;7;2022;14;19;2;0;1;2;1;0;1;0;0;0;0;0;18;17,5;20,08333333;224;9,298805868
2320;ABARROTES VARIOS;1;4/7/2022;4;7;7;2022;27;61;2;0;1;2;1;0;1;0;0;0;0;0;23,66666667;18;20,41666667;330,6122449;12,83904469
2337;ABARROTES VARIOS;1;5/7/2022;5;7;7;2022;24;55;2;0;1;2;1;0;1;0;0;0;0;0;21,66666667;20,16666667;19,91666667;244,0677966;15,07123576
2355;ABARROTES VARIOS;1;6/7/2022;6;7;7;2022;12;64;1;1;0;2;1;0;1;0;0;0;0;0;21;19,5;19,08333333;114,2857143;14,4569886
